Export of Imageset bitbots-nagoya-sequences-euro-ball-robot-1 (ball annotations in bounding boxes)
[team|Bit-Bots]
[set|bitbots-nagoya-sequences-euro-ball-robot-1]
[format: "label::annotation_type|filename|img_width|img_height|x1|y1|x2|y2|center_x|center_y|width|height"]
label::robot|sequences_euro_ball_robot_1_a_00010.png|800|600|214|304|318|368|266.0|336.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00010.png|800|600|231|179|309|288|270.0|233.5|78|109
label::robot|sequences_euro_ball_robot_1_a_00011.png|800|600|137|165|189|229|163.0|197.0|52|64
label::robot|sequences_euro_ball_robot_1_a_00011.png|800|600|216|300|320|364|268.0|332.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00011.png|800|600|231|179|305|288|268.0|233.5|74|109
label::robot|sequences_euro_ball_robot_1_a_00012.png|800|600|143|155|195|219|169.0|187.0|52|64
label::robot|sequences_euro_ball_robot_1_a_00012.png|800|600|241|171|313|280|277.0|225.5|72|109
label::robot|sequences_euro_ball_robot_1_a_00012.png|800|600|222|294|326|358|274.0|326.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00013.png|800|600|149|151|201|215|175.0|183.0|52|64
label::robot|sequences_euro_ball_robot_1_a_00013.png|800|600|228|288|332|352|280.0|320.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00013.png|800|600|237|169|315|278|276.0|223.5|78|109
label::robot|sequences_euro_ball_robot_1_a_00014.png|800|600|155|149|207|213|181.0|181.0|52|64
label::robot|sequences_euro_ball_robot_1_a_00014.png|800|600|245|165|317|274|281.0|219.5|72|109
label::robot|sequences_euro_ball_robot_1_a_00014.png|800|600|232|288|336|352|284.0|320.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00015.png|800|600|163|145|215|209|189.0|177.0|52|64
label::robot|sequences_euro_ball_robot_1_a_00015.png|800|600|251|163|325|272|288.0|217.5|74|109
label::robot|sequences_euro_ball_robot_1_a_00015.png|800|600|240|284|344|348|292.0|316.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00016.png|800|600|169|143|221|207|195.0|175.0|52|64
label::robot|sequences_euro_ball_robot_1_a_00016.png|800|600|257|161|333|270|295.0|215.5|76|109
label::robot|sequences_euro_ball_robot_1_a_00016.png|800|600|248|282|352|346|300.0|314.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00017.png|800|600|177|141|229|205|203.0|173.0|52|64
label::robot|sequences_euro_ball_robot_1_a_00017.png|800|600|261|157|339|266|300.0|211.5|78|109
label::robot|sequences_euro_ball_robot_1_a_00017.png|800|600|256|280|360|344|308.0|312.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00018.png|800|600|183|135|235|203|209.0|169.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00018.png|800|600|269|155|343|264|306.0|209.5|74|109
label::robot|sequences_euro_ball_robot_1_a_00018.png|800|600|262|278|366|342|314.0|310.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00019.png|800|600|189|135|241|203|215.0|169.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00019.png|800|600|275|157|345|266|310.0|211.5|70|109
label::robot|sequences_euro_ball_robot_1_a_00019.png|800|600|268|276|372|340|320.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00020.png|800|600|195|135|247|203|221.0|169.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00020.png|800|600|279|155|353|264|316.0|209.5|74|109
label::robot|sequences_euro_ball_robot_1_a_00020.png|800|600|272|276|376|340|324.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00021.png|800|600|199|137|251|205|225.0|171.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00021.png|800|600|283|157|353|266|318.0|211.5|70|109
label::robot|sequences_euro_ball_robot_1_a_00021.png|800|600|278|276|382|340|330.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00022.png|800|600|207|137|259|205|233.0|171.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00022.png|800|600|284|276|388|340|336.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00022.png|800|600|285|155|363|264|324.0|209.5|78|109
label::robot|sequences_euro_ball_robot_1_a_00023.png|800|600|215|137|267|205|241.0|171.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00023.png|800|600|292|276|396|340|344.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00023.png|800|600|291|155|369|264|330.0|209.5|78|109
label::robot|sequences_euro_ball_robot_1_a_00024.png|800|600|223|133|275|201|249.0|167.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00024.png|800|600|299|155|379|264|339.0|209.5|80|109
label::robot|sequences_euro_ball_robot_1_a_00024.png|800|600|300|276|404|340|352.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00025.png|800|600|233|133|285|201|259.0|167.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00025.png|800|600|313|155|387|264|350.0|209.5|74|109
label::robot|sequences_euro_ball_robot_1_a_00025.png|800|600|310|276|414|340|362.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00026.png|800|600|241|135|293|203|267.0|169.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00026.png|800|600|325|155|393|264|359.0|209.5|68|109
label::robot|sequences_euro_ball_robot_1_a_00026.png|800|600|318|276|422|340|370.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00027.png|800|600|251|137|303|205|277.0|171.0|52|68
label::robot|sequences_euro_ball_robot_1_a_00027.png|800|600|339|159|405|268|372.0|213.5|66|109
label::robot|sequences_euro_ball_robot_1_a_00027.png|800|600|328|276|432|340|380.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00028.png|800|600|265|137|313|205|289.0|171.0|48|68
label::robot|sequences_euro_ball_robot_1_a_00028.png|800|600|353|159|415|268|384.0|213.5|62|109
label::robot|sequences_euro_ball_robot_1_a_00028.png|800|600|340|276|444|340|392.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00029.png|800|600|275|137|323|205|299.0|171.0|48|68
label::robot|sequences_euro_ball_robot_1_a_00029.png|800|600|363|159|427|268|395.0|213.5|64|109
label::robot|sequences_euro_ball_robot_1_a_00029.png|800|600|350|276|454|340|402.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00030.png|800|600|287|137|335|205|311.0|171.0|48|68
label::robot|sequences_euro_ball_robot_1_a_00030.png|800|600|377|159|439|268|408.0|213.5|62|109
label::robot|sequences_euro_ball_robot_1_a_00030.png|800|600|362|278|466|342|414.0|310.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00031.png|800|600|297|133|345|201|321.0|167.0|48|68
label::robot|sequences_euro_ball_robot_1_a_00031.png|800|600|391|155|451|264|421.0|209.5|60|109
label::robot|sequences_euro_ball_robot_1_a_00031.png|800|600|372|276|476|340|424.0|308.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00032.png|800|600|309|133|355|201|332.0|167.0|46|68
label::robot|sequences_euro_ball_robot_1_a_00032.png|800|600|382|274|486|338|434.0|306.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00032.png|800|600|399|155|463|264|431.0|209.5|64|109
label::robot|sequences_euro_ball_robot_1_a_00033.png|800|600|319|133|365|201|342.0|167.0|46|68
label::robot|sequences_euro_ball_robot_1_a_00033.png|800|600|394|274|498|338|446.0|306.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00033.png|800|600|411|153|477|262|444.0|207.5|66|109
label::robot|sequences_euro_ball_robot_1_a_00034.png|800|600|331|131|377|199|354.0|165.0|46|68
label::robot|sequences_euro_ball_robot_1_a_00034.png|800|600|423|151|489|264|456.0|207.5|66|113
label::robot|sequences_euro_ball_robot_1_a_00034.png|800|600|404|274|508|338|456.0|306.0|104|64
label::robot|sequences_euro_ball_robot_1_a_00035.png|800|600|337|132|385|197|361.0|164.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00035.png|800|600|437|151|497|264|467.0|207.5|60|113
label::robot|sequences_euro_ball_robot_1_a_00035.png|800|600|414|274|520|338|467.0|306.0|106|64
label::robot|sequences_euro_ball_robot_1_a_00036.png|800|600|347|134|395|199|371.0|166.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00036.png|800|600|447|151|507|264|477.0|207.5|60|113
label::robot|sequences_euro_ball_robot_1_a_00036.png|800|600|424|276|530|340|477.0|308.0|106|64
label::robot|sequences_euro_ball_robot_1_a_00037.png|800|600|357|134|405|199|381.0|166.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00037.png|800|600|457|151|519|264|488.0|207.5|62|113
label::robot|sequences_euro_ball_robot_1_a_00037.png|800|600|434|276|540|340|487.0|308.0|106|64
label::robot|sequences_euro_ball_robot_1_a_00038.png|800|600|367|134|415|199|391.0|166.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00038.png|800|600|465|151|529|264|497.0|207.5|64|113
label::robot|sequences_euro_ball_robot_1_a_00038.png|800|600|440|276|550|340|495.0|308.0|110|64
label::robot|sequences_euro_ball_robot_1_a_00039.png|800|600|375|132|423|197|399.0|164.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00039.png|800|600|475|151|537|264|506.0|207.5|62|113
label::robot|sequences_euro_ball_robot_1_a_00039.png|800|600|450|276|560|340|505.0|308.0|110|64
label::robot|sequences_euro_ball_robot_1_a_00040.png|800|600|385|132|433|197|409.0|164.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00040.png|800|600|483|151|545|264|514.0|207.5|62|113
label::robot|sequences_euro_ball_robot_1_a_00040.png|800|600|458|276|568|340|513.0|308.0|110|64
label::robot|sequences_euro_ball_robot_1_a_00041.png|800|600|391|132|439|197|415.0|164.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00041.png|800|600|493|151|557|264|525.0|207.5|64|113
label::robot|sequences_euro_ball_robot_1_a_00041.png|800|600|468|278|578|342|523.0|310.0|110|64
label::robot|sequences_euro_ball_robot_1_a_00042.png|800|600|401|132|449|197|425.0|164.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00042.png|800|600|501|147|561|268|531.0|207.5|60|121
label::robot|sequences_euro_ball_robot_1_a_00042.png|800|600|478|280|588|344|533.0|312.0|110|64
label::robot|sequences_euro_ball_robot_1_a_00043.png|800|600|409|136|457|201|433.0|168.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00043.png|800|600|509|147|573|268|541.0|207.5|64|121
label::robot|sequences_euro_ball_robot_1_a_00043.png|800|600|482|280|598|344|540.0|312.0|116|64
label::robot|sequences_euro_ball_robot_1_a_00044.png|800|600|417|136|465|201|441.0|168.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00044.png|800|600|515|151|579|272|547.0|211.5|64|121
label::robot|sequences_euro_ball_robot_1_a_00044.png|800|600|492|280|608|344|550.0|312.0|116|64
label::robot|sequences_euro_ball_robot_1_a_00045.png|800|600|425|136|473|201|449.0|168.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00045.png|800|600|500|282|616|346|558.0|314.0|116|64
label::robot|sequences_euro_ball_robot_1_a_00045.png|800|600|521|149|587|270|554.0|209.5|66|121
label::robot|sequences_euro_ball_robot_1_a_00046.png|800|600|431|138|479|203|455.0|170.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00046.png|800|600|529|149|595|270|562.0|209.5|66|121
label::robot|sequences_euro_ball_robot_1_a_00046.png|800|600|506|282|622|346|564.0|314.0|116|64
label::robot|sequences_euro_ball_robot_1_a_00047.png|800|600|439|138|487|203|463.0|170.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00047.png|800|600|537|153|605|270|571.0|211.5|68|117
label::robot|sequences_euro_ball_robot_1_a_00047.png|800|600|514|284|630|348|572.0|316.0|116|64
label::robot|sequences_euro_ball_robot_1_a_00048.png|800|600|447|140|495|205|471.0|172.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00048.png|800|600|543|155|611|270|577.0|212.5|68|115
label::robot|sequences_euro_ball_robot_1_a_00048.png|800|600|522|286|638|350|580.0|318.0|116|64
label::robot|sequences_euro_ball_robot_1_a_00049.png|800|600|453|140|501|205|477.0|172.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00049.png|800|600|549|155|615|270|582.0|212.5|66|115
label::robot|sequences_euro_ball_robot_1_a_00049.png|800|600|526|286|642|350|584.0|318.0|116|64
label::robot|sequences_euro_ball_robot_1_a_00050.png|800|600|459|140|507|205|483.0|172.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00050.png|800|600|553|155|621|270|587.0|212.5|68|115
label::robot|sequences_euro_ball_robot_1_a_00050.png|800|600|532|288|650|352|591.0|320.0|118|64
label::robot|sequences_euro_ball_robot_1_a_00051.png|800|600|463|142|511|207|487.0|174.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00051.png|800|600|559|155|623|274|591.0|214.5|64|119
label::robot|sequences_euro_ball_robot_1_a_00051.png|800|600|536|286|658|352|597.0|319.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00052.png|800|600|469|144|517|209|493.0|176.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00052.png|800|600|567|159|631|278|599.0|218.5|64|119
label::robot|sequences_euro_ball_robot_1_a_00052.png|800|600|544|290|666|356|605.0|323.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00053.png|800|600|477|146|525|211|501.0|178.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00053.png|800|600|571|161|645|282|608.0|221.5|74|121
label::robot|sequences_euro_ball_robot_1_a_00053.png|800|600|550|292|672|358|611.0|325.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00054.png|800|600|481|146|529|211|505.0|178.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00054.png|800|600|577|161|647|282|612.0|221.5|70|121
label::robot|sequences_euro_ball_robot_1_a_00054.png|800|600|552|294|674|360|613.0|327.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00055.png|800|600|485|146|533|211|509.0|178.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00055.png|800|600|558|296|680|362|619.0|329.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00055.png|800|600|583|161|647|284|615.0|222.5|64|123
label::robot|sequences_euro_ball_robot_1_a_00056.png|800|600|489|150|537|215|513.0|182.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00056.png|800|600|589|165|655|288|622.0|226.5|66|123
label::robot|sequences_euro_ball_robot_1_a_00056.png|800|600|562|298|684|364|623.0|331.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00057.png|800|600|495|152|543|217|519.0|184.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00057.png|800|600|595|167|659|290|627.0|228.5|64|123
label::robot|sequences_euro_ball_robot_1_a_00057.png|800|600|566|300|688|366|627.0|333.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00058.png|800|600|499|154|547|219|523.0|186.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00058.png|800|600|601|169|669|292|635.0|230.5|68|123
label::robot|sequences_euro_ball_robot_1_a_00058.png|800|600|572|300|694|366|633.0|333.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00059.png|800|600|503|156|551|221|527.0|188.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00059.png|800|600|603|169|675|292|639.0|230.5|72|123
label::robot|sequences_euro_ball_robot_1_a_00059.png|800|600|576|302|698|368|637.0|335.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00060.png|800|600|507|156|555|221|531.0|188.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00060.png|800|600|609|169|683|292|646.0|230.5|74|123
label::robot|sequences_euro_ball_robot_1_a_00060.png|800|600|580|304|702|370|641.0|337.0|122|66
label::robot|sequences_euro_ball_robot_1_a_00061.png|800|600|511|158|559|223|535.0|190.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00061.png|800|600|613|171|675|296|644.0|233.5|62|125
label::robot|sequences_euro_ball_robot_1_a_00061.png|800|600|582|306|708|374|645.0|340.0|126|68
label::robot|sequences_euro_ball_robot_1_a_00062.png|800|600|513|160|561|225|537.0|192.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00062.png|800|600|584|308|710|376|647.0|342.0|126|68
label::robot|sequences_euro_ball_robot_1_a_00062.png|800|600|617|173|681|298|649.0|235.5|64|125
label::robot|sequences_euro_ball_robot_1_a_00063.png|800|600|517|162|565|227|541.0|194.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00063.png|800|600|588|312|714|380|651.0|346.0|126|68
label::robot|sequences_euro_ball_robot_1_a_00063.png|800|600|619|177|685|302|652.0|239.5|66|125
label::robot|sequences_euro_ball_robot_1_a_00064.png|800|600|519|164|567|229|543.0|196.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00064.png|800|600|592|314|718|382|655.0|348.0|126|68
label::robot|sequences_euro_ball_robot_1_a_00064.png|800|600|623|177|691|302|657.0|239.5|68|125
label::robot|sequences_euro_ball_robot_1_a_00065.png|800|600|627|179|693|304|660.0|241.5|66|125
label::robot|sequences_euro_ball_robot_1_a_00065.png|800|600|523|166|571|231|547.0|198.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00065.png|800|600|594|314|722|386|658.0|350.0|128|72
label::robot|sequences_euro_ball_robot_1_a_00066.png|800|600|627|183|689|308|658.0|245.5|62|125
label::robot|sequences_euro_ball_robot_1_a_00066.png|800|600|525|168|573|233|549.0|200.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00066.png|800|600|596|316|724|388|660.0|352.0|128|72
label::robot|sequences_euro_ball_robot_1_a_00067.png|800|600|629|185|693|310|661.0|247.5|64|125
label::robot|sequences_euro_ball_robot_1_a_00067.png|800|600|527|172|575|237|551.0|204.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00067.png|800|600|598|320|726|392|662.0|356.0|128|72
label::robot|sequences_euro_ball_robot_1_a_00068.png|800|600|629|191|693|316|661.0|253.5|64|125
label::robot|sequences_euro_ball_robot_1_a_00068.png|800|600|529|174|577|239|553.0|206.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00068.png|800|600|600|324|728|396|664.0|360.0|128|72
label::robot|sequences_euro_ball_robot_1_a_00069.png|800|600|629|193|695|318|662.0|255.5|66|125
label::robot|sequences_euro_ball_robot_1_a_00069.png|800|600|531|180|579|245|555.0|212.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00069.png|800|600|602|328|730|400|666.0|364.0|128|72
label::robot|sequences_euro_ball_robot_1_a_00070.png|800|600|633|199|699|324|666.0|261.5|66|125
label::robot|sequences_euro_ball_robot_1_a_00070.png|800|600|533|182|581|247|557.0|214.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00070.png|800|600|604|332|732|404|668.0|368.0|128|72
label::robot|sequences_euro_ball_robot_1_a_00071.png|800|600|635|203|701|328|668.0|265.5|66|125
label::robot|sequences_euro_ball_robot_1_a_00071.png|800|600|537|186|585|251|561.0|218.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00071.png|800|600|606|336|734|408|670.0|372.0|128|72
label::robot|sequences_euro_ball_robot_1_a_00072.png|800|600|639|203|705|328|672.0|265.5|66|125
label::robot|sequences_euro_ball_robot_1_a_00072.png|800|600|539|188|587|253|563.0|220.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00072.png|800|600|610|336|740|410|675.0|373.0|130|74
label::robot|sequences_euro_ball_robot_1_a_00073.png|800|600|645|205|713|330|679.0|267.5|68|125
label::robot|sequences_euro_ball_robot_1_a_00073.png|800|600|543|188|591|253|567.0|220.5|48|65
label::robot|sequences_euro_ball_robot_1_a_00073.png|800|600|612|338|742|412|677.0|375.0|130|74
label::robot|sequences_euro_ball_robot_1_a_00074.png|800|600|543|190|597|257|570.0|223.5|54|67
label::robot|sequences_euro_ball_robot_1_a_00074.png|800|600|616|340|746|414|681.0|377.0|130|74
label::robot|sequences_euro_ball_robot_1_a_00074.png|800|600|647|209|717|334|682.0|271.5|70|125
label::robot|sequences_euro_ball_robot_1_a_00075.png|800|600|651|209|719|334|685.0|271.5|68|125
label::robot|sequences_euro_ball_robot_1_a_00075.png|800|600|545|192|599|259|572.0|225.5|54|67
label::robot|sequences_euro_ball_robot_1_a_00075.png|800|600|618|342|748|416|683.0|379.0|130|74
label::robot|sequences_euro_ball_robot_1_a_00076.png|800|600|651|209|723|334|687.0|271.5|72|125
label::robot|sequences_euro_ball_robot_1_a_00076.png|800|600|547|192|601|259|574.0|225.5|54|67
label::robot|sequences_euro_ball_robot_1_a_00076.png|800|600|622|344|752|418|687.0|381.0|130|74
label::robot|sequences_euro_ball_robot_1_a_00077.png|800|600|549|192|603|259|576.0|225.5|54|67
label::robot|sequences_euro_ball_robot_1_a_00077.png|800|600|626|344|756|418|691.0|381.0|130|74
label::robot|sequences_euro_ball_robot_1_a_00077.png|800|600|653|207|725|332|689.0|269.5|72|125
label::robot|sequences_euro_ball_robot_1_a_00078.png|800|600|630|350|758|424|694.0|387.0|128|74
label::robot|sequences_euro_ball_robot_1_a_00078.png|800|600|672|215|727|336|699.5|275.5|55|121
label::robot|sequences_euro_ball_robot_1_a_00078.png|800|600|552|198|608|261|580.0|229.5|56|63
label::robot|sequences_euro_ball_robot_1_a_00078.png|800|600|685|258|792|306|738.5|282.0|107|48
label::robot|sequences_euro_ball_robot_1_a_00079.png|800|600|636|351|761|422|698.5|386.5|125|71
label::robot|sequences_euro_ball_robot_1_a_00079.png|800|600|669|217|730|331|699.5|274.0|61|114
label::robot|sequences_euro_ball_robot_1_a_00079.png|800|600|555|199|612|263|583.5|231.0|57|64
label::robot|sequences_euro_ball_robot_1_a_00079.png|800|600|699|261|800|308|749.5|284.5|101|47
label::robot|sequences_euro_ball_robot_1_a_00080.png|800|600|640|353|765|425|702.5|389.0|125|72
label::robot|sequences_euro_ball_robot_1_a_00080.png|800|600|672|217|738|340|705.0|278.5|66|123
label::robot|sequences_euro_ball_robot_1_a_00080.png|800|600|559|199|617|262|588.0|230.5|58|63
label::robot|sequences_euro_ball_robot_1_a_00080.png|800|600|697|260|800|309|748.5|284.5|103|49
label::robot|sequences_euro_ball_robot_1_a_00081.png|800|600|638|356|769|423|703.5|389.5|131|67
label::robot|sequences_euro_ball_robot_1_a_00081.png|800|600|684|218|733|345|708.5|281.5|49|127
label::robot|sequences_euro_ball_robot_1_a_00081.png|800|600|562|200|619|267|590.5|233.5|57|67
label::robot|sequences_euro_ball_robot_1_a_00081.png|800|600|692|262|800|307|746.0|284.5|108|45
label::robot|sequences_euro_ball_robot_1_a_00082.png|800|600|644|358|767|427|705.5|392.5|123|69
label::robot|sequences_euro_ball_robot_1_a_00082.png|800|600|685|224|738|342|711.5|283.0|53|118
label::robot|sequences_euro_ball_robot_1_a_00082.png|800|600|560|198|620|269|590.0|233.5|60|71
label::robot|sequences_euro_ball_robot_1_a_00082.png|800|600|706|265|800|313|753.0|289.0|94|48
label::robot|sequences_euro_ball_robot_1_a_00083.png|800|600|565|199|621|268|593.0|233.5|56|69
label::robot|sequences_euro_ball_robot_1_a_00083.png|800|600|682|224|739|341|710.5|282.5|57|117
label::robot|sequences_euro_ball_robot_1_a_00083.png|800|600|643|359|773|432|708.0|395.5|130|73
label::robot|sequences_euro_ball_robot_1_a_00083.png|800|600|707|266|800|312|753.5|289.0|93|46
label::robot|sequences_euro_ball_robot_1_a_00084.png|800|600|567|200|623|268|595.0|234.0|56|68
label::robot|sequences_euro_ball_robot_1_a_00084.png|800|600|686|224|745|341|715.5|282.5|59|117
label::robot|sequences_euro_ball_robot_1_a_00084.png|800|600|648|356|775|431|711.5|393.5|127|75
label::robot|sequences_euro_ball_robot_1_a_00084.png|800|600|704|267|800|313|752.0|290.0|96|46
label::robot|sequences_euro_ball_robot_1_a_00085.png|800|600|704|262|800|310|752.0|286.0|96|48
label::robot|sequences_euro_ball_robot_1_a_00085.png|800|600|687|222|745|337|716.0|279.5|58|115
label::robot|sequences_euro_ball_robot_1_a_00085.png|800|600|650|360|774|433|712.0|396.5|124|73
label::robot|sequences_euro_ball_robot_1_a_00085.png|800|600|569|199|627|269|598.0|234.0|58|70
label::robot|sequences_euro_ball_robot_1_a_00086.png|800|600|572|198|632|268|602.0|233.0|60|70
label::robot|sequences_euro_ball_robot_1_a_00086.png|800|600|688|220|747|342|717.5|281.0|59|122
label::robot|sequences_euro_ball_robot_1_a_00086.png|800|600|651|361|778|433|714.5|397.0|127|72
label::robot|sequences_euro_ball_robot_1_a_00086.png|800|600|714|267|800|313|757.0|290.0|86|46
label::robot|sequences_euro_ball_robot_1_a_00087.png|800|600|706|268|800|312|753.0|290.0|94|44
label::robot|sequences_euro_ball_robot_1_a_00087.png|800|600|689|224|746|345|717.5|284.5|57|121
